rank,file,disease,assertions,pairs,assessed_pairs,mismatch_assertions,partial_assertions,mismatch_aspects,partial_aspects,match_aspects,root_mismatch,root_partial,root_match,max_p_mismatch,no_evidence,missing_snippet,invalid_input,api_error,not_assessed,ready,cached_pairs
306,kb/disorders/Autosomal_Recessive_Cutis_Laxa_Type_2A.yaml,Autosomal Recessive Cutis Laxa Type 2A,62,96,82,23,44,120,264,330,7,52,23,0.91,14,0,0,0,0,0,0
307,kb/disorders/Cisplatin_Toxicity.yaml,Cisplatin Toxicity,67,89,67,23,41,59,175,198,2,55,10,0.9,22,0,0,0,0,0,0
308,kb/disorders/Anorexia_Nervosa.yaml,Anorexia Nervosa,87,94,93,23,71,66,214,351,3,54,36,0.89,1,0,0,0,0,0,0
309,kb/disorders/Congenital_Thrombotic_Thrombocytopenic_Purpura.yaml,Congenital Thrombotic Thrombocytopenic Purpura,57,82,79,23,50,72,168,191,0,59,20,0.89,3,0,0,0,0,0,0
310,kb/disorders/Cornelia_de_Lange_Syndrome_5.yaml,Cornelia de Lange Syndrome 5,74,85,60,23,45,47,115,233,6,32,22,0.89,25,0,0,0,0,0,0
311,kb/disorders/Dilated_Cardiomyopathy_1A.yaml,Dilated Cardiomyopathy 1A,72,126,93,23,41,129,400,445,10,74,9,0.89,31,0,0,2,0,0,0
312,kb/disorders/46_XX_Testicular_DSD.yaml,"46,XX testicular disorder of sex development",84,100,96,23,76,53,284,348,3,69,24,0.88,4,0,0,0,0,0,96
313,kb/disorders/Bile_Duct_Cyst.yaml,Bile Duct Cyst,43,50,50,23,41,59,124,129,4,37,9,0.88,0,0,0,0,0,0,0
314,kb/disorders/Alcoholic_Liver_Disease.yaml,Alcohol-Associated Liver Disease,86,109,80,22,52,2046,279,333,6,52,22,1.0,29,0,0,0,0,0,0
315,kb/disorders/Alpha_1_Antitrypsin_Deficiency.yaml,Alpha-1 Antitrypsin Deficiency,88,116,91,22,45,72,135,376,4,44,43,0.99,25,0,0,0,0,0,0
316,kb/disorders/GABRB3-Related_Developmental_and_Epileptic_Encephalopathy.yaml,GABRB3-Related Developmental and Epileptic Encephalopathy,60,88,88,22,58,70,236,352,5,65,18,0.98,0,0,0,0,0,0,0
317,kb/disorders/COVID-19.yaml,COVID-19,90,117,74,22,43,242,239,207,7,55,12,0.98,43,0,0,0,0,0,0
318,kb/disorders/Cardiomyopathy_Dilated_2J.yaml,Dilated Cardiomyopathy 2J,55,69,45,22,27,63,134,151,11,23,11,0.98,22,0,0,2,0,0,0
319,kb/disorders/Axenfeld-Rieger_syndrome.yaml,Axenfeld-Rieger_syndrome,49,110,107,22,46,122,195,386,12,62,33,0.97,1,0,0,2,0,0,0
320,kb/disorders/Acrodysostosis.yaml,Acrodysostosis,70,87,85,22,66,63,238,356,5,49,31,0.96,1,0,0,1,0,0,0
321,kb/disorders/Byssinosis.yaml,Byssinosis,70,99,72,22,45,95,272,165,5,59,8,0.96,24,0,0,3,0,0,0
322,kb/disorders/Chemotherapy_Induced_Diarrhea.yaml,Chemotherapy-Induced Diarrhea,74,90,57,22,37,86,189,180,7,30,20,0.96,33,0,0,0,0,0,0
323,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_7.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 7,39,81,72,22,25,211,162,214,15,42,15,0.96,7,0,0,2,0,0,0
324,kb/disorders/Dilated_Cardiomyopathy_1JJ.yaml,Dilated Cardiomyopathy 1JJ,61,87,74,22,47,175,240,196,12,54,8,0.95,11,0,0,2,0,0,0
325,kb/disorders/Acute_Annular_Outer_Retinopathy.yaml,Acute Annular Outer Retinopathy,51,70,70,22,46,55,143,237,2,49,19,0.95,0,0,0,0,0,0,0
326,kb/disorders/Congenital_Prothrombin_Deficiency.yaml,Congenital Prothrombin Deficiency,80,107,75,22,41,86,203,342,2,44,29,0.95,31,0,0,1,0,0,0
327,kb/disorders/Beckwith-Wiedemann_Syndrome.yaml,Beckwith-Wiedemann Syndrome,55,60,56,22,48,55,135,178,3,39,14,0.94,4,0,0,0,0,0,0
328,kb/disorders/Chromosome_17q12_Deletion_Syndrome.yaml,Chromosome 17q12 Deletion Syndrome,73,94,69,22,39,79,157,226,8,43,18,0.94,25,0,0,0,0,0,0
329,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_124.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 124,55,87,68,22,35,118,254,216,5,50,13,0.94,18,0,0,1,0,0,0
330,kb/disorders/12p12.1_Microdeletion_Syndrome.yaml,12p12.1 Microdeletion Syndrome,37,52,47,22,23,69,106,175,11,19,17,0.94,5,0,0,0,0,0,47
331,kb/disorders/Bloom_Syndrome.yaml,Bloom syndrome,108,136,122,22,85,46,275,429,2,77,43,0.93,12,0,0,2,0,0,0
332,kb/disorders/3-Methylglutaconic_Aciduria_Type_I.yaml,3-Methylglutaconic Aciduria Type I,60,89,79,22,44,76,207,259,7,49,23,0.93,10,0,0,0,0,0,79
333,kb/disorders/ACys_Amyloidosis.yaml,ACys Amyloidosis,55,71,71,22,44,59,167,238,8,40,23,0.93,0,0,0,0,0,0,71
334,kb/disorders/Acatalasia.yaml,Acatalasia,49,73,73,22,41,50,173,260,3,42,28,0.93,0,0,0,0,0,0,70
335,kb/disorders/Developmental_And_Epileptic_Encephalopathy_116.yaml,Developmental and Epileptic Encephalopathy 116,53,87,73,22,40,124,197,217,10,45,18,0.93,9,0,0,5,0,0,0
336,kb/disorders/Adult_Neuronal_Ceroid_Lipofuscinosis.yaml,Adult Neuronal Ceroid Lipofuscinosis,69,108,108,22,57,66,287,615,0,68,40,0.92,0,0,0,0,0,0,3
337,kb/disorders/Atelosteogenesis_Type_III.yaml,Atelosteogenesis Type III,55,76,74,22,52,49,179,202,1,43,30,0.92,1,0,0,1,0,0,0
338,kb/disorders/CASQ2_CPVT.yaml,CASQ2 CPVT,76,110,75,22,40,83,254,303,2,61,12,0.92,34,0,0,1,0,0,0
339,kb/disorders/Acute_Lymphoblastic_Leukemia.yaml,Acute Lymphoblastic Leukemia,87,95,88,22,66,59,192,433,2,50,36,0.9,7,0,0,0,0,0,56
340,kb/disorders/Chromophobe_Renal_Cell_Carcinoma.yaml,Chromophobe Renal Cell Carcinoma,71,83,53,22,36,97,141,182,4,42,7,0.9,30,0,0,0,0,0,0
341,kb/disorders/ALG11-Congenital_Disorder_of_Glycosylation.yaml,ALG11-congenital disorder of glycosylation,94,139,130,22,79,86,261,457,4,71,55,0.87,9,0,0,0,0,0,0
342,kb/disorders/ALG12_Congenital_Disorder_of_Glycosylation.yaml,ALG12-congenital disorder of glycosylation,65,89,89,22,50,41,184,367,1,41,47,0.82,0,0,0,0,0,0,89
343,kb/disorders/Budd-Chiari_Syndrome.yaml,Budd-Chiari Syndrome,61,71,70,22,42,44,118,255,0,29,41,0.72,1,0,0,0,0,0,0
344,kb/disorders/Acne_Vulgaris.yaml,Acne Vulgaris,57,72,69,21,44,53,156,244,2,48,19,0.99,0,0,0,3,0,0,0
345,kb/disorders/Charcot-Marie-Tooth_Disease_Dominant_Intermediate_E.yaml,Charcot-Marie-Tooth Disease Dominant Intermediate E,52,84,64,21,30,132,189,176,15,41,8,0.99,20,0,0,0,0,0,0
346,kb/disorders/Cone-rod_Dystrophy_And_Hearing_Loss_1.yaml,Cone-rod dystrophy and hearing loss 1,36,52,39,21,21,89,83,104,13,25,1,0.98,12,0,0,1,0,0,0
347,kb/disorders/Alpha-gal_Syndrome.yaml,Alpha-gal Syndrome,58,84,79,21,48,97,175,234,4,51,24,0.97,4,0,0,1,0,0,0
348,kb/disorders/Chromosome_3q29_Microdeletion_Syndrome.yaml,Chromosome 3q29 Microdeletion Syndrome,62,101,88,21,47,80,239,325,2,68,18,0.97,13,0,0,0,0,0,0
349,kb/disorders/Acquired_Angioedema.yaml,Acquired Angioedema,56,72,72,21,41,43,123,272,5,35,32,0.97,0,0,0,0,0,0,72
350,kb/disorders/Adult_Granulosa_Cell_Tumor_of_Ovary.yaml,Adult Granulosa Cell Tumor of Ovary,48,67,56,21,36,62,126,161,5,43,8,0.95,11,0,0,0,0,0,56
351,kb/disorders/Congenital_Heart_Defects_Multiple_Types_2.yaml,"Congenital Heart Defects, Multiple Types, 2",48,58,40,21,23,61,68,137,12,19,9,0.95,18,0,0,0,0,0,0
352,kb/disorders/Brugada_Syndrome.yaml,Brugada syndrome,66,90,76,21,42,145,270,291,2,42,32,0.94,14,0,0,0,0,0,0
353,kb/disorders/Aneurysm-Osteoarthritis_Syndrome.yaml,Aneurysm-Osteoarthritis Syndrome,89,112,74,21,45,83,158,292,9,40,25,0.93,36,0,0,2,0,0,0
354,kb/disorders/Baller-Gerold_Syndrome.yaml,Baller-Gerold Syndrome,63,85,74,21,45,59,169,263,2,38,34,0.93,11,0,0,0,0,0,0
355,kb/disorders/Colchicine_Poisoning.yaml,Colchicine Poisoning,64,91,83,21,52,85,181,244,9,50,24,0.92,7,0,0,1,0,0,0
356,kb/disorders/BEST1-Related_Dominant_Retinopathy.yaml,BEST1-Related Dominant Retinopathy,48,85,85,21,40,119,225,221,8,61,16,0.92,0,0,0,0,0,0,0
357,kb/disorders/CHOPS_Syndrome.yaml,CHOPS Syndrome,143,191,141,21,86,125,343,608,8,66,67,0.91,50,0,0,0,0,0,0
358,kb/disorders/Atrial_Septal_Defect.yaml,Atrial Septal Defect,67,88,88,21,52,104,187,323,1,48,39,0.91,0,0,0,0,0,0,0
359,kb/disorders/Biliary_Renal_Neurologic_And_Skeletal_Syndrome.yaml,"Biliary, Renal, Neurologic, and Skeletal Syndrome",52,62,43,21,32,53,122,131,6,29,8,0.91,19,0,0,0,0,0,0
360,kb/disorders/Alport_Syndrome.yaml,Alport Syndrome,77,102,93,21,61,71,228,343,5,52,36,0.9,8,0,0,1,0,0,0
361,kb/disorders/Acrocallosal_Syndrome.yaml,Acrocallosal Syndrome,59,84,83,21,52,75,220,335,2,55,26,0.9,1,0,0,0,0,0,0
362,kb/disorders/ALG9-congenital_disorder_of_glycosylation.yaml,ALG9-congenital disorder of glycosylation,70,86,86,21,66,28,176,347,1,34,51,0.85,0,0,0,0,0,0,86
363,kb/disorders/Central_Core_Myopathy.yaml,Central Core Myopathy,67,98,73,21,41,59,265,200,2,55,16,0.85,25,0,0,0,0,0,0
364,kb/disorders/Adult_Polyglucosan_Body_Disease.yaml,Adult Polyglucosan Body Disease,69,87,87,21,59,29,191,361,2,41,44,0.83,0,0,0,0,0,0,0
365,kb/disorders/Atypical_Teratoid_Rhabdoid_Tumor.yaml,Atypical Teratoid/Rhabdoid Tumor,64,74,71,21,54,31,131,239,1,40,30,0.83,3,0,0,0,0,0,0
366,kb/disorders/ALDH18A1_Cutis_Laxa.yaml,ALDH18A1-Related Autosomal Dominant Cutis Laxa Type 3,55,72,72,21,50,29,150,247,0,39,33,0.81,0,0,0,0,0,0,72
367,kb/disorders/Chorioamnionitis.yaml,Chorioamnionitis,103,127,80,21,48,73,177,286,5,54,21,0.81,46,0,0,1,0,0,0
368,kb/disorders/Arterial_Dissection_Lentiginosis_Syndrome.yaml,Arterial Dissection-Lentiginosis Syndrome,31,35,35,20,28,49,84,71,6,22,7,0.98,0,0,0,0,0,0,0
369,kb/disorders/Cocaine_Intoxication.yaml,Cocaine Intoxication,107,127,78,20,52,69,142,283,6,41,31,0.97,48,0,0,1,0,0,0
370,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_4B.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 4B,41,69,53,20,21,116,141,174,11,39,3,0.97,15,0,0,1,0,0,0
371,kb/disorders/Chromosome_2q32-q33_Deletion_Syndrome.yaml,Chromosome 2q32-q33 Deletion Syndrome,78,87,60,20,45,51,142,208,11,31,18,0.96,27,0,0,0,0,0,0
372,kb/disorders/Brody_Myopathy.yaml,Brody Myopathy,64,72,50,20,38,77,107,140,5,32,13,0.96,22,0,0,0,0,0,0
373,kb/disorders/ARPC1B_Deficiency.yaml,ARPC1B Deficiency,53,80,70,20,38,86,143,234,4,39,27,0.96,10,0,0,0,0,0,69
374,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_26.yaml,Combined Oxidative Phosphorylation Defect Type 26,62,86,68,20,45,103,160,222,3,43,22,0.95,16,0,0,2,0,0,0
375,kb/disorders/Axial_Spondylometaphyseal_Dysplasia.yaml,Axial Spondylometaphyseal Dysplasia,52,66,54,20,38,67,113,164,16,18,20,0.95,12,0,0,0,0,0,0
376,kb/disorders/Biotin_Thiamine_Responsive_Basal_Ganglia_Disease.yaml,Biotin-Thiamine-Responsive Basal Ganglia Disease,66,108,108,20,58,135,262,426,0,51,57,0.94,0,0,0,0,0,0,0
377,kb/disorders/22q11.2_Deletion_Syndrome.yaml,22q11.2 Deletion Syndrome,70,92,78,20,50,59,199,262,4,51,23,0.94,14,0,0,0,0,0,78
378,kb/disorders/Cone-rod_Dystrophy_And_Hearing_Loss_2.yaml,Cone-rod dystrophy and hearing loss 2,52,77,71,20,43,66,210,214,7,46,18,0.94,5,0,0,1,0,0,0
379,kb/disorders/Acromesomelic_Dysplasia_PRKG2_Type.yaml,Acromesomelic Dysplasia PRKG2 Type,52,73,65,20,42,57,257,271,4,39,22,0.94,7,0,0,1,0,0,0
380,kb/disorders/Ataxia_With_Oculomotor_Apraxia_Type_1.yaml,Ataxia With Oculomotor Apraxia Type 1,52,70,60,20,36,77,96,228,1,30,29,0.94,10,0,0,0,0,0,0
381,kb/disorders/CHARGE_Syndrome.yaml,CHARGE syndrome,81,124,120,20,65,64,221,441,3,73,44,0.93,4,0,0,0,0,0,0
382,kb/disorders/Celiac_Disease.yaml,Celiac Disease,88,122,88,20,39,111,152,352,4,46,38,0.93,34,0,0,0,0,0,0
383,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_13.yaml,Combined Oxidative Phosphorylation Defect Type 13,98,122,96,20,70,107,305,334,5,74,17,0.9299999999999999,25,0,0,1,0,0,0
384,kb/disorders/Dilated_Cardiomyopathy_1GG.yaml,Dilated Cardiomyopathy 1GG,51,69,54,20,32,123,134,146,13,31,10,0.92,15,0,0,0,0,0,0
385,kb/disorders/Chronic_Mucocutaneous_Candidiasis.yaml,Chronic Mucocutaneous Candidiasis,50,64,41,20,27,92,162,231,4,29,8,0.91,23,0,0,0,0,0,0
386,kb/disorders/Contact_Dermatitis.yaml,Contact Dermatitis,82,101,98,20,65,72,202,362,3,56,39,0.9,3,0,0,0,0,0,0
387,kb/disorders/Fowler_Syndrome.yaml,Fowler Syndrome,76,95,82,20,57,118,206,277,8,48,26,0.9,10,0,0,3,0,0,0
388,kb/disorders/Craniometaphyseal_Dysplasia.yaml,Craniometaphyseal Dysplasia,105,142,109,20,50,53,251,473,0,62,47,0.88,32,0,0,1,0,0,0
389,kb/disorders/ACTH-independent_Macronodular_Adrenal_Hyperplasia_3.yaml,ACTH-Independent Macronodular Adrenal Hyperplasia 3,50,65,45,20,27,46,75,177,5,22,18,0.87,20,0,0,0,0,0,45
390,kb/disorders/Cerebrocostomandibular_Syndrome.yaml,Cerebrocostomandibular Syndrome,76,88,78,20,56,72,206,251,2,47,29,0.85,10,0,0,0,0,0,0
391,kb/disorders/Aflatoxin_Related_HCC.yaml,Aflatoxin-Related Hepatocellular Carcinoma,57,62,62,20,52,34,115,225,2,37,23,0.83,0,0,0,0,0,0,1
392,kb/disorders/Cushing_Disease.yaml,Cushing Disease,55,81,65,20,39,72,194,249,1,47,17,0.83,15,0,0,1,0,0,0
393,kb/disorders/Anaplastic_Thyroid_Carcinoma.yaml,Anaplastic Thyroid Carcinoma,80,93,89,20,64,38,199,349,1,46,42,0.81,1,0,0,3,0,0,0
394,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_2B.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 2B,38,73,62,19,23,146,86,117,20,30,12,1.0,10,0,0,1,0,0,0
395,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_30.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 30,50,66,51,19,30,53,127,199,7,32,12,0.99,15,0,0,0,0,0,0
396,kb/disorders/Addisons_Disease.yaml,Addison's Disease,49,108,87,19,27,97,164,265,17,39,31,0.99,20,0,0,1,0,0,0
397,kb/disorders/Autoimmune_Autonomic_Ganglionopathy.yaml,Autoimmune Autonomic Ganglionopathy,63,92,92,19,57,59,187,336,4,55,33,0.98,0,0,0,0,0,0,0
398,kb/disorders/Blepharophimosis-Impaired_Intellectual_Development_Syndrome.yaml,Blepharophimosis-Impaired Intellectual Development Syndrome,38,59,51,19,26,93,117,138,9,28,14,0.98,7,0,0,1,0,0,0
399,kb/disorders/Arrhythmogenic_Right_Ventricular_Cardiomyopathy.yaml,arrhythmogenic right ventricular cardiomyopathy,109,133,106,19,66,352,200,465,4,46,56,0.97,24,0,0,3,0,0,0
400,kb/disorders/Bone_Marrow_Failure_Syndrome_4.yaml,Bone Marrow Failure Syndrome 4,93,134,107,19,61,48,246,377,2,72,33,0.96,27,0,0,0,0,0,0
401,kb/disorders/ADGRG1_Bilateral_Frontoparietal_Polymicrogyria.yaml,ADGRG1-related Bilateral Frontoparietal Polymicrogyria,75,109,99,19,57,190,328,434,11,54,34,0.96,10,0,0,0,0,0,96
402,kb/disorders/Acquired_Thrombotic_Thrombocytopenic_Purpura.yaml,Acquired Thrombotic Thrombocytopenic Purpura,78,97,88,19,52,115,145,277,4,55,29,0.96,8,0,0,1,0,0,0
403,kb/disorders/Developmental_And_Epileptic_Encephalopathy_80.yaml,Developmental And Epileptic Encephalopathy 80,48,62,60,19,41,64,118,202,11,28,21,0.96,1,0,0,1,0,0,0
404,kb/disorders/15q11q13_Microduplication_Syndrome.yaml,15q11q13 Microduplication Syndrome,83,118,87,19,48,98,200,279,5,63,19,0.95,31,0,0,0,0,0,87
405,kb/disorders/Cardiomyopathy-Hypotonia-Lactic_Acidosis_Syndrome.yaml,Cardiomyopathy-Hypotonia-Lactic Acidosis Syndrome,64,99,77,19,39,116,221,291,3,47,27,0.95,22,0,0,0,0,0,0
406,kb/disorders/Childhood_Occipital_Visual_Epilepsy.yaml,Childhood Occipital Visual Epilepsy,51,67,45,19,28,156,134,100,5,31,9,0.95,22,0,0,0,0,0,0
407,kb/disorders/Citrin_Deficiency.yaml,Citrin Deficiency,94,110,94,19,67,82,195,374,1,47,46,0.9400000000000001,16,0,0,0,0,0,0
408,kb/disorders/Congenital_Myelofibrosis_With_Anemia_Neutropenia_Developmental_Delay_And_Ocular_Abnormalities.yaml,"Congenital Myelofibrosis with Anemia, Neutropenia, Developmental Delay, and Ocular Abnormalities",50,63,43,19,21,69,98,150,11,20,12,0.94,20,0,0,0,0,0,0
409,kb/disorders/Carbamoyl_Phosphate_Synthetase_I_Deficiency.yaml,Carbamoyl Phosphate Synthetase I Deficiency,83,99,88,19,63,65,245,327,2,52,34,0.92,11,0,0,0,0,0,0
410,kb/disorders/Developmental_And_Epileptic_Encephalopathy_50.yaml,Developmental and Epileptic Encephalopathy 50,56,81,75,19,46,103,199,272,7,50,18,0.92,6,0,0,0,0,0,0
411,kb/disorders/CHST3-Related_Skeletal_Dysplasia.yaml,CHST3-Related Skeletal Dysplasia,103,129,89,19,60,76,194,362,1,50,38,0.91,39,0,0,1,0,0,0
412,kb/disorders/COQ4-Related_Neonatal_Encephalomyopathy.yaml,COQ4-Related Neonatal Encephalomyopathy,85,138,109,19,56,82,261,370,5,67,37,0.9,27,0,0,2,0,0,0
413,kb/disorders/Atopic_Dermatitis.yaml,Atopic Dermatitis,90,113,71,19,43,213,229,225,1,52,18,0.9,41,0,0,1,0,0,0
414,kb/disorders/Black_Widow_Spider_Envenomation.yaml,Black Widow Spider Envenomation,65,91,70,19,36,88,138,211,4,41,25,0.9,21,0,0,0,0,0,0
415,kb/disorders/Body_Dysmorphic_Disorder.yaml,Body Dysmorphic Disorder,49,56,56,19,39,44,130,171,1,38,17,0.89,0,0,0,0,0,0,0
416,kb/disorders/Borderline_Personality_Disorder.yaml,Borderline Personality Disorder,44,55,54,19,36,46,121,172,2,35,17,0.89,1,0,0,0,0,0,0
417,kb/disorders/Activated_PI3K-delta_Syndrome.yaml,Activated PI3K-delta syndrome,77,99,98,19,61,79,201,476,1,53,44,0.87,1,0,0,0,0,0,0
418,kb/disorders/Diethylene_Glycol_Poisoning.yaml,Diethylene Glycol Poisoning,75,93,70,19,46,55,143,263,3,36,31,0.87,23,0,0,0,0,0,0
419,kb/disorders/AL_Amyloidosis.yaml,Systemic AL Amyloidosis,115,123,119,19,95,54,245,473,1,64,54,0.86,4,0,0,0,0,0,119
420,kb/disorders/Aneurysmal_Bone_Cyst.yaml,Aneurysmal Bone Cyst,48,62,61,19,42,64,115,201,9,35,17,0.86,0,0,0,1,0,0,0
421,kb/disorders/Binge_Eating_Disorder.yaml,Binge Eating Disorder,37,52,52,18,31,86,106,157,7,33,12,1.0,0,0,0,0,0,0,0
422,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_88.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 88,38,50,43,18,30,70,153,113,3,34,6,1.0,7,0,0,0,0,0,0
423,kb/disorders/Aconitine_Poisoning.yaml,Aconitine Poisoning,56,79,63,18,36,73,153,238,8,33,22,0.99,16,0,0,0,0,0,0
424,kb/disorders/Arsenic_Related_Cancers.yaml,Arsenic-Related Cancers,56,61,54,18,45,47,165,108,9,42,3,0.98,7,0,0,0,0,0,0
425,kb/disorders/Alveolar_Soft_Part_Sarcoma.yaml,Alveolar Soft Part Sarcoma,52,66,64,18,37,32,167,220,2,32,30,0.97,2,0,0,0,0,0,0
426,kb/disorders/DENND5A-Related_Developmental_and_Epileptic_Encephalopathy.yaml,DENND5A-Related Developmental and Epileptic Encephalopathy,93,113,82,18,52,50,188,393,3,39,40,0.95,29,0,0,2,0,0,0
427,kb/disorders/Craniofacial-Deafness-Hand_Syndrome.yaml,Craniofacial-Deafness-Hand Syndrome,59,84,68,18,42,111,204,211,8,43,17,0.95,16,0,0,0,0,0,0
428,kb/disorders/COQ2-Related_Primary_Coenzyme_Q10_Deficiency.yaml,COQ2-Related Primary Coenzyme Q10 Deficiency,77,94,61,18,41,80,137,230,0,43,18,0.95,33,0,0,0,0,0,0
429,kb/disorders/Ataxia-Telangiectasia-Like_Disorder_2.yaml,Ataxia-Telangiectasia-Like Disorder 2,45,64,62,18,36,80,116,186,12,24,26,0.95,2,0,0,0,0,0,0
430,kb/disorders/Blepharophimosis_Intellectual_Disability_Syndrome_MKB_Type.yaml,"Blepharophimosis-Intellectual Disability Syndrome, MKB Type",28,40,39,18,19,65,83,84,12,21,6,0.95,0,0,0,1,0,0,0
431,kb/disorders/Acrocapitofemoral_Dysplasia.yaml,Acrocapitofemoral Dysplasia,73,94,76,18,51,66,173,300,4,46,26,0.93,17,0,0,1,0,0,0
432,kb/disorders/Brachyolmia-Amelogenesis_Imperfecta_Syndrome.yaml,Brachyolmia-Amelogenesis Imperfecta Syndrome,44,73,62,18,31,78,167,188,8,27,27,0.93,10,0,0,1,0,0,0
433,kb/disorders/Asbestosis.yaml,Asbestosis,76,89,66,18,47,84,194,227,2,40,24,0.91,22,0,0,1,0,0,0
434,kb/disorders/Chondrodysplasia_Blomstrand_Type.yaml,Chondrodysplasia Blomstrand Type,61,88,85,18,46,74,203,323,1,44,40,0.91,3,0,0,0,0,0,0
435,kb/disorders/Appendiceal_Neoplasm.yaml,Appendiceal Neoplasm,49,58,57,18,44,35,148,197,3,44,10,0.91,1,0,0,0,0,0,0
436,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_93.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 93,50,63,51,18,36,53,137,187,5,37,9,0.91,12,0,0,0,0,0,0
437,kb/disorders/Dihydropyrimidine_Dehydrogenase_Deficiency.yaml,Dihydropyrimidine Dehydrogenase Deficiency,62,69,42,18,33,66,81,108,6,25,11,0.91,27,0,0,0,0,0,0
438,kb/disorders/A20_Haploinsufficiency.yaml,A20 Haploinsufficiency,40,52,51,18,32,66,99,163,3,26,22,0.91,0,0,0,1,0,0,51
439,kb/disorders/FICUS_syndrome.yaml,FICUS syndrome,27,29,29,18,19,38,35,65,16,10,3,0.91,0,0,0,0,0,0,0
440,kb/disorders/Alagille_syndrome.yaml,Alagille syndrome,106,123,84,18,59,50,171,408,1,27,56,0.89,38,0,0,1,0,0,0
441,kb/disorders/Bohring-Opitz_syndrome.yaml,Bohring-Opitz syndrome,60,72,70,18,46,61,147,271,1,45,24,0.89,2,0,0,0,0,0,0
442,kb/disorders/Chiari_Malformation_Type_I.yaml,Chiari Malformation Type I,55,65,44,18,28,40,67,189,3,22,19,0.89,21,0,0,0,0,0,0
443,kb/disorders/Blue_Cone_Monochromacy.yaml,Blue Cone Monochromacy,47,85,73,18,33,74,206,282,4,51,18,0.88,11,0,0,1,0,0,0
444,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_35.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 35,46,73,59,18,29,126,211,179,5,40,14,0.88,13,0,0,1,0,0,0
445,kb/disorders/B-Lymphoblastic_Leukemia_Lymphoma_With_Recurrent_Genetic_Abnormality.yaml,B-Lymphoblastic Leukemia/Lymphoma With Recurrent Genetic Abnormality,60,64,57,18,46,36,127,244,4,33,20,0.83,6,0,0,1,0,0,0
446,kb/disorders/Combined_Oxidative_Phosphorylation_Deficiency_36.yaml,Combined Oxidative Phosphorylation Deficiency 36,72,87,61,18,45,42,197,246,2,46,13,0.81,24,0,0,2,0,0,0
447,kb/disorders/Cardiomyopathy_Dilated_2H.yaml,Cardiomyopathy Dilated 2H,54,61,43,18,36,64,124,112,5,34,4,0.8,18,0,0,0,0,0,0
448,kb/disorders/Aniridia.yaml,Aniridia,50,59,47,18,36,69,169,243,2,32,13,0.8,11,0,0,1,0,0,0
449,kb/disorders/Anencephaly.yaml,Anencephaly,48,52,44,17,32,53,89,141,4,31,9,0.98,8,0,0,0,0,0,0
450,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_3A.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 3A,48,69,53,17,31,69,155,180,7,38,8,0.98,16,0,0,0,0,0,0
451,kb/disorders/Boutonneuse_Fever.yaml,Boutonneuse fever,87,109,73,17,46,41,140,343,2,32,39,0.97,36,0,0,0,0,0,0
452,kb/disorders/Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma.yaml,Diffuse Nonepidermolytic Palmoplantar Keratoderma,50,61,55,17,41,53,115,173,3,24,28,0.97,6,0,0,0,0,0,0
453,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_37.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 37,33,57,50,17,23,81,103,150,11,32,7,0.97,7,0,0,0,0,0,0
454,kb/disorders/3-hydroxyacyl-CoA_Dehydrogenase_Deficiency.yaml,3-Hydroxyacyl-CoA Dehydrogenase Deficiency,66,76,46,17,28,65,92,216,11,21,14,0.96,30,0,0,0,0,0,46
455,kb/disorders/CAPN5-Related_Vitreoretinopathy.yaml,CAPN5-Related Vitreoretinopathy,44,64,49,17,27,136,195,170,4,40,5,0.96,15,0,0,0,0,0,0
456,kb/disorders/Dilated_Cardiomyopathy_1FF.yaml,Dilated Cardiomyopathy 1FF,62,82,63,17,38,103,222,231,6,45,12,0.95,19,0,0,0,0,0,0
457,kb/disorders/Benign_Paroxysmal_Positional_Vertigo.yaml,Benign Paroxysmal Positional Vertigo,56,65,49,17,35,23,107,147,0,36,13,0.95,16,0,0,0,0,0,0
